Speed,Time
56,41.58
56,41.65
56,41.72
56,41.79
56,41.86
56,41.93
56,42
21.4,42.07
0,42.14
0,42.21
0,42.28
0,42.35
0,42.42
0,42.49
0,42.56
0,42.63
0,42.7
0,42.77
0,42.84
0,42.91
0,42.98
0,43.05
0,43.12
0,43.19
0,43.26
0,43.33
0,43.4
0,43.47
0,43.54
0,43.61
0,43.68
0,43.75
0,43.82
0,43.89
0,43.96
0,44.03
0,44.1
0,44.17
0,44.24
0,44.31
0,44.38
0,44.45
0,44.52
0,44.59
0,44.66
0,44.73
0,44.8
0,44.87
0,44.94
0,45.01
0,45.08
0,45.15
0,45.22
0,45.29
0,45.36
0,45.43
0,45.5
0,45.57
0,45.64
0,45.71
0,45.78
0,45.85
0,45.92
0,45.99
0,46.06
0,46.13
0,46.2
0,46.27
0,46.34
0,46.41
0,46.48
0,46.55
0,46.62
0,46.69
0,46.76
0,46.83
0,46.9
0,46.97
0,47.04
0,47.11
0,47.18
0,47.25
0,47.32
0,47.39
0,47.46
0,47.53
0,47.6
0,47.67
0,47.74
0,47.81
0,47.88
0,47.95
0,48.02
0,48.09
0,48.16
0,48.23
0,48.3
0,48.37
0,48.44
0,48.51
0,48.58
0,48.65
0,48.72
0,48.79
0,48.86
0,48.93
0,49
31.3,49.07
52.7,49.14
54.35,49.21
56,49.28
56,49.35
56,49.42
56,49.49
56,49.56
56,49.63
56,49.7
56,49.77
56,49.84
56,49.91
56,49.98
56,50.05
56,50.12
56,50.19
56,50.26
56,50.33
56,50.4
56,50.47
56,50.54
56,50.61
56,50.68
56,50.75
56,50.82
56,50.89
56,50.96
56,51.03
56,51.1
56,51.17
56,51.24
56,51.31
56,51.38
56,51.45
56,51.52
56,51.59
56,51.66
56,51.73
56,51.8
56,51.87
56,51.94
56,52.01
56,52.08
56,52.15
56,52.22
56,52.29
56,52.36
56,52.43
56,52.5
56,52.57
56,52.64
56,52.71
56,52.78
56,52.85
56,52.92
56,52.99
56,53.06
56,53.13
56,53.2
56,53.27
56,53.34
56,53.41
56,53.48
56,53.55
56,53.62
56,53.69
56,53.76
56,53.83
56,53.9
56,53.97
56,54.04
56,54.11
56,54.18
56,54.25
56,54.32
56,54.39
56,54.46
56,54.53
56,54.6
56,54.67
56,54.74
56,54.81
56,54.88
56,54.95
56,55.02
56,55.09
56,55.16
56,55.23
56,55.3
56,55.37
56,55.44
56,55.51
56,55.58
56,55.65
56,55.72
56,55.79
56,55.86
56,55.93
56,56
23.05,56.07
4.9,56.14
0,56.21
0,56.28
0,56.35
0,56.42
0,56.49
0,56.56
0,56.63
0,56.7
0,56.77
0,56.84
0,56.91
0,56.98
0,57.05
0,57.12
0,57.19
0,57.26
0,57.33
0,57.4
0,57.47
0,57.54
0,57.61
0,57.68
0,57.75
0,57.82
0,57.89
0,57.96
0,58.03
0,58.1
0,58.17
0,58.24
0,58.31
0,58.38
0,58.45
0,58.52
0,58.59
0,58.66
0,58.73
0,58.8
0,58.87
0,58.94
0,59.01
0,59.08
0,59.15
0,59.22
0,59.29
0,59.36
0,59.43
0,59.5
0,59.57
0,59.64
0,59.71
0,59.78
0,59.85
0,59.92
0,59.99
0,60.06
0,60.13
0,60.2
0,60.27
0,60.34
0,60.41
0,60.48
0,60.55
0,60.62
0,60.69
0,60.76
0,60.83
0,60.9
0,60.97
0,61.04
0,61.11
0,61.18
0,61.25
0,61.32
0,61.39
0,61.46
0,61.53
0,61.6
0,61.67
0,61.74
0,61.81
0,61.88
0,61.95
0,62.02
0,62.09
0,62.16
0,62.23
0,62.3
0,62.37
0,62.44
0,62.51
0,62.58
0,62.65
0,62.72
0,62.79
0,62.86
0,62.93
0,63
29.65,63.07
51.05,63.14
56,63.21
56,63.28
56,63.35
56,63.42
56,63.49
56,63.56
56,63.63
56,63.7
56,63.77
56,63.84
56,63.91
56,63.98
56,64.05
56,64.12
56,64.19
56,64.26
56,64.33
56,64.4
56,64.47
56,64.54
56,64.61
56,64.68
56,64.75
56,64.82
56,64.89
56,64.96
56,65.03
56,65.1
56,65.17
56,65.24
56,65.31
56,65.38
56,65.45
56,65.52
56,65.59
56,65.66
56,65.73
56,65.8
56,65.87
56,65.94
56,66.01
56,66.08
56,66.15
56,66.22
56,66.29
56,66.36
56,66.43
56,66.5
56,66.57
56,66.64
56,66.71
56,66.78
56,66.85
56,66.92
56,66.99
56,67.06
56,67.13
56,67.2
56,67.27
56,67.34
56,67.41
56,67.48
56,67.55
56,67.62
56,67.69
56,67.76
56,67.83
56,67.9
56,67.97
56,68.04
56,68.11
56,68.18
56,68.25
56,68.32
56,68.39
56,68.46
56,68.53
56,68.6
56,68.67
56,68.74
56,68.81
56,68.88
56,68.95
56,69.02
56,69.09
56,69.16
56,69.23
56,69.3
56,69.37
56,69.44
56,69.51
56,69.58
56,69.65
56,69.72
56,69.79
56,69.86
56,69.93
56,70
21.4,70.07
1.6,70.14
0,70.21
0,70.28
0,70.35
0,70.42
0,70.49
0,70.56
0,70.63
0,70.7
0,70.77
0,70.84
0,70.91
0,70.98
0,71.05
0,71.12
0,71.19
0,71.26
0,71.33
0,71.4
0,71.47
0,71.54
0,71.61
0,71.68
0,71.75
0,71.82
0,71.89
0,71.96
0,72.03
0,72.1
0,72.17
0,72.24
0,72.31
0,72.38
0,72.45
0,72.52
0,72.59
0,72.66
0,72.73
0,72.8
0,72.87
0,72.94
0,73.01
0,73.08
0,73.15
0,73.22
0,73.29
0,73.36
0,73.43
0,73.5
0,73.57
0,73.64
0,73.71
0,73.78
0,73.85
0,73.92
0,73.99
0,74.06
0,74.13
0,74.2
0,74.27
0,74.34
0,74.41
0,74.48
0,74.55
0,74.62
0,74.69
0,74.76
0,74.83
0,74.9
0,74.97
0,75.04
0,75.11
0,75.18
0,75.25
0,75.32
0,75.39
0,75.46
0,75.53
0,75.6
0,75.67
0,75.74
0,75.81
0,75.88
0,75.95
0,76.02
0,76.09
0,76.16
0,76.23
0,76.3
0,76.37
0,76.44
0,76.51
0,76.58
0,76.65
0,76.72
0,76.79
0,76.86
0,76.93
0,77
29.65,77.07
51.05,77.14
54.35,77.21
56,77.28
56,77.35
56,77.42
56,77.49
56,77.56
56,77.63
56,77.7
56,77.77
56,77.84
56,77.91
56,77.98
56,78.05
56,78.12
56,78.19
56,78.26
56,78.33
56,78.4
56,78.47
56,78.54
56,78.61
56,78.68
56,78.75
56,78.82
56,78.89
56,78.96
56,79.03
56,79.1
56,79.17
56,79.24
56,79.31
56,79.38
56,79.45
56,79.52
56,79.59
56,79.66
56,79.73
56,79.8
56,79.87
56,79.94
56,80.01
56,80.08
56,80.15
56,80.22
56,80.29
56,80.36
56,80.43
56,80.5
56,80.57
56,80.64
56,80.71
56,80.78
56,80.85
56,80.92
56,80.99
56,81.06
56,81.13
56,81.2
56,81.27
56,81.34
56,81.41
56,81.48
56,81.55
56,81.62
56,81.69
56,81.76
56,81.83
56,81.9
56,81.97
56,82.04
56,82.11
56,82.18
56,82.25
56,82.32
56,82.39
56,82.46
56,82.53
56,82.6
56,82.67
56,82.74
56,82.81
56,82.88
56,82.95
56,83.02
56,83.09
56,83.16
56,83.23
56,83.3
56,83.37
56,83.44
56,83.51
56,83.58
56,83.65
56,83.72
56,83.79
56,83.86
56,83.93
56,84
23.05,84.07
3.25,84.14
0,84.21
0,84.28
0,84.35
0,84.42
0,84.49
0,84.56
0,84.63
0,84.7
0,84.77
0,84.84
0,84.91
0,84.98
0,85.05
0,85.12
0,85.19
0,85.26
0,85.33
0,85.4
0,85.47
0,85.54
0,85.61
0,85.68
0,85.75
0,85.82
0,85.89
0,85.96
0,86.03
0,86.1
0,86.17
0,86.24
0,86.31
0,86.38
0,86.45
0,86.52
0,86.59
0,86.66
0,86.73
0,86.8
0,86.87
0,86.94
0,87.01
0,87.08
0,87.15
0,87.22
0,87.29
0,87.36
0,87.43
0,87.5
0,87.57
0,87.64
0,87.71
0,87.78
0,87.85
0,87.92
0,87.99
0,88.06
0,88.13
0,88.2
0,88.27
0,88.34
0,88.41
0,88.48
0,88.55
0,88.62
0,88.69
0,88.76
0,88.83
0,88.9
0,88.97
0,89.04
0,89.11
0,89.18
0,89.25
0,89.32
0,89.39
0,89.46
0,89.53
0,89.6
0,89.67
0,89.74
0,89.81
0,89.88
0,89.95
0,90.02
0,90.09
0,90.16
0,90.23
0,90.3
0,90.37
0,90.44
0,90.51
0,90.58
0,90.65
0,90.72
0,90.79
0,90.86
0,90.93
0,91
31.3,91.07
52.7,91.14
56,91.21
56,91.28
56,91.35
56,91.42
56,91.49
56,91.56
56,91.63
56,91.7
56,91.77
56,91.84
56,91.91
56,91.98
56,92.05
56,92.12
56,92.19
56,92.26
56,92.33
56,92.4
56,92.47
56,92.54
56,92.61
56,92.68
56,92.75
56,92.82
56,92.89
56,92.96
56,93.03
56,93.1
56,93.17
56,93.24
56,93.31
56,93.38
56,93.45
56,93.52
56,93.59
56,93.66
56,93.73
56,93.8
56,93.87
56,93.94
56,94.01
56,94.08
56,94.15
56,94.22
56,94.29
56,94.36
56,94.43
56,94.5
56,94.57
56,94.64
56,94.71
56,94.78
56,94.85
56,94.92
56,94.99
56,95.06
56,95.13
56,95.2
56,95.27
56,95.34
56,95.41
56,95.48
56,95.55
56,95.62
56,95.69
56,95.76
56,95.83
56,95.9
56,95.97
56,96.04
56,96.11
56,96.18
56,96.25
56,96.32
56,96.39
56,96.46
56,96.53
56,96.6
56,96.67
56,96.74
56,96.81
56,96.88
56,96.95
56,97.02
56,97.09
56,97.16
56,97.23
56,97.3
56,97.37
56,97.44
56,97.51
56,97.58
56,97.65
56,97.72
56,97.79
56,97.86
56,97.93
56,98
21.4,98.07
1.6,98.14
0,98.21
0,98.28
0,98.35
0,98.42
0,98.49
0,98.56
0,98.63
0,98.7
0,98.77
0,98.84
0,98.91
0,98.98
0,99.05
0,99.12
0,99.19
0,99.26
0,99.33
0,99.4
0,99.47
0,99.54
0,99.61
0,99.68
0,99.75
0,99.82
0,99.89
0,99.96
0,100.03
0,100.1
0,100.17
0,100.24
0,100.31
0,100.38
0,100.45
0,100.52
0,100.59
0,100.66
0,100.73
0,100.8
0,100.87
0,100.94
0,101.01
0,101.08
0,101.15
0,101.22
0,101.29
0,101.36
0,101.43
0,101.5
0,101.57
0,101.64
0,101.71
0,101.78
0,101.85
0,101.92
0,101.99
0,102.06
0,102.13
0,102.2
0,102.27
0,102.34
0,102.41
0,102.48
0,102.55
0,102.62
0,102.69
0,102.76
0,102.83
0,102.9
0,102.97
0,103.04
0,103.11
0,103.18
0,103.25
0,103.32
0,103.39
0,103.46
0,103.53
0,103.6
0,103.67
0,103.74
0,103.81
0,103.88
0,103.95
0,104.02
0,104.09
0,104.16
0,104.23
0,104.3
0,104.37
0,104.44
0,104.51
0,104.58
0,104.65
0,104.72
0,104.79
0,104.86
0,104.93
0,105
31.3,105.07
52.7,105.14
56,105.21
56,105.28
56,105.35
56,105.42
56,105.49
56,105.56
56,105.63
56,105.7
56,105.77
56,105.84
56,105.91
56,105.98
56,106.05
56,106.12
56,106.19
56,106.26
56,106.33
56,106.4
56,106.47
56,106.54
56,106.61
56,106.68
56,106.75
56,106.82
56,106.89
56,106.96
56,107.03
56,107.1
56,107.17
56,107.24
56,107.31
56,107.38
56,107.45
56,107.52
56,107.59
56,107.66
56,107.73
56,107.8
56,107.87
56,107.94
56,108.01
56,108.08
56,108.15
56,108.22
56,108.29
56,108.36
56,108.43
56,108.5
56,108.57
56,108.64
56,108.71
56,108.78
56,108.85
56,108.92
56,108.99
56,109.06
56,109.13
56,109.2
56,109.27
56,109.34
56,109.41
56,109.48
56,109.55
56,109.62
56,109.69
56,109.76
56,109.83
56,109.9
56,109.97
56,110.04
56,110.11
56,110.18
56,110.25
56,110.32
56,110.39
56,110.46
56,110.53
56,110.6
56,110.67
56,110.74
56,110.81
56,110.88
56,110.95
56,111.02
56,111.09
56,111.16
56,111.23
56,111.3
56,111.37
56,111.44
56,111.51
56,111.58
56,111.65
56,111.72
56,111.79
56,111.86
56,111.93
56,112
